MSTRG.1014.4	5.96325	0.481702	6.62652	1.38533	1.5377	4.40753
MSTRG.1014.5	20.151	2.90831	10.3876	35.4156	16.6058	30.5858
MSTRG.10148.2	0.00175261	0.00233413	0.00235263	0.00236879	0.00237206	1.33186
MSTRG.10151.2	0.00313609	0	0.00307188	0.00313547	0.0023642	0.00258981
MSTRG.10154.3	0	0.000529162	0	0	0	1.55074
MSTRG.10156.4	0	0	0	1.74029	3.86547	0.612141
MSTRG.1016.2	0	0	0.00050163	0.000881037	1.4741	2.51483
MSTRG.1016.3	10.5826	1.91632	4.29497	5.09921	0.000644212	1.53454
MSTRG.1016.5	1.35277	28.1392	9.19741	6.99319	4.34465	7.11251
MSTRG.10160.1	2.39824	0	0.715215	0	0.711698	0.896129
MSTRG.10169.1	3.60401	0.288895	7.28209	5.02368	5.72032	5.71554
MSTRG.10169.3	0.00286502	0	0.000864493	0	2.07741	0.00177982
MSTRG.10176.3	0	0.000190701	0	0	10.1514	0.000145538
MSTRG.10176.4	1.52643	1.49936	4.5331	1.63739	1.70491	7.50025
MSTRG.10177.1	0.441012	0	0	0	0.675583	0
MSTRG.10177.4	13.5141	0.164073	25.3322	17.4275	17.3122	10.7522
MSTRG.10178.3	0	0	0	0	0.00672721	8.02164
MSTRG.10178.4	19.2071	23.1012	12.4032	27.2465	16.1263	18.3591
MSTRG.10178.8	8.23644	0	3.23222	11.6147	6.94813	0.00294129
MSTRG.10180.1	3.06448	14.9367	7.6271	0	0	1.32117
MSTRG.10181.3	0.642696	0	0	0	3.2525	0.513821
MSTRG.10181.4	0	0	0.728959	5.18336	0.839223	2.14971
MSTRG.10189.2	15.6681	0.000254538	6.47848	11.4306	11.1467	4.97216
MSTRG.10190.1	31.8919	0	27.4577	8.55154	0	1.17782
MSTRG.10190.3	33.488	5.61225	0.000632434	52.5147	13.928	7.66935
MSTRG.10191.2	13.6851	12.3568	0.000476031	4.00026	3.97518	2.30771
MSTRG.10193.3	212.368	259.405	215.766	226.03	166.101	156.477
MSTRG.10195.2	0.000182015	7.95552	0.000100229	2.18019	5.73746	10.9504
MSTRG.10199.1	0	0	0	3.9965	0.324539	2.59886
MSTRG.10200.3	21.8681	1.15073	16.0843	27.8117	16.5797	13.0247
MSTRG.10202.2	0	0	0	0	0	1.11369
MSTRG.10202.3	2.76419	3.33219	18.9733	21.1188	22.4182	11.885
MSTRG.10202.4	24.2734	12.2336	3.98452	0.371365	5.55801	4.8847
MSTRG.10206.3	2.50911	0	2.92231	4.63357	5.684	2.99492
MSTRG.10206.4	0	0.731451	0	0	0	0.565913
MSTRG.10206.5	1.02153	0	3.63215	10.1402	5.11395	2.73055
MSTRG.10207.2	5.57909	0	0	0	0.0011329	3.30246
MSTRG.10208.2	0.155958	24.4817	0.0830241	7.88867	3.08982	2.97365
MSTRG.1021.4	10.5184	0	24.0239	7.6689	0.170718	0
MSTRG.1021.5	47.1682	35.8776	31.9848	20.0889	30.9464	18.6071
MSTRG.10215.1	21.6518	0	17.8138	6.93436	3.78398	4.63044
MSTRG.10215.3	0.000254655	0.000299198	0	0	0.427212	0.657402
MSTRG.10216.12	26.7843	29.4413	53.9933	44.146	45.8733	59.5977
MSTRG.10216.13	41.7276	2.00126	13.3089	48.3848	38.3171	56.748
MSTRG.10216.21	4.38459	4.66329	3.26596	3.92512	6.29605	3.98219
MSTRG.10216.8	0	0.501796	0	0.00493252	0	0
MSTRG.10219.2	7.45553	19.7952	7.12243	13.6242	7.56624	4.13127
MSTRG.10224.1	0	0.000108561	1.91559	0.000129456	5.05077	0
MSTRG.10225.2	0	0.000680156	0.000410453	0.00269149	2.57459	0
MSTRG.10229.2	11.6143	0	0	0	0.305573	0.488194
MSTRG.10232.2	0	0.000769556	4.71743	0.000382309	0	1.2238
MSTRG.10237.2	0	0	0.000509369	0	0	23.5218
MSTRG.1024.1	21.2036	0.000532319	0.00137904	0.00133656	0	2.04022
MSTRG.10241.3	0	114.263	0	0	0	0.491851
MSTRG.10245.2	2.25369	4.67652	0	0	4.52837	0.415276
MSTRG.10245.3	0.707822	0	0	0	2.2616	0.472389
MSTRG.10246.3	36.0828	0	0	41.5748	40.1549	48.1232
MSTRG.10247.2	0	0.000613595	0.000595523	0	0	0
MSTRG.10248.2	2.0588	0	0.000186707	0.000233733	0.898268	2.0659
MSTRG.1025.2	8.8931	0.303615	1.9345	5.34733	0.225537	3.04778
MSTRG.10257.2	17.3059	0	0	0	1.57744	1.86573
MSTRG.1026.2	0	0	0	0.000417252	0	0.000480938
MSTRG.10266.1	2.29651	0	8.43565	0.00252723	1.38005	3.76321
MSTRG.10266.3	36.3486	22.9624	17.3924	41.4757	21.9112	28.0486
MSTRG.10274.2	0	0	0.000267141	9.38387	0.000400614	5.22244
MSTRG.10275.2	1.86708	1.31206	1.16451	0	2.41012	1.25253
MSTRG.10278.1	3.52166	12.6753	7.61343	0	6.02112	4.75826
MSTRG.10279.2	3.54094	18.7124	7.57691	2.54532	3.80409	3.63455
MSTRG.10281.8	0.20598	0.469735	0.279088	0.00306742	0.121445	2.20884
MSTRG.10281.9	40.7408	40.3379	16.1372	16.235	23.5684	12.7555
MSTRG.10284.2	5.67371	1.85092	3.12165	2.36794	1.49903	1.66092
MSTRG.10291.2	0	0	3.81686	2.48243	0.400579	1.79038
MSTRG.10292.2	0	0	1.14939	0.226759	0.778615	1.71304
MSTRG.10293.4	15.477	3.84917	18.7427	19.8534	10.1292	5.4763
MSTRG.10295.3	28.2139	37.1209	0	0	2.95549	5.23522
MSTRG.10295.4	0	0	13.2205	0	1.88871	1.24337
MSTRG.10296.1	0.776963	196.559	3.44411	0	2.22223	0.294963
MSTRG.103.1	3.54538	13.5445	16.8086	0.031176	0.89856	0.955915
MSTRG.1030.2	0.000461019	0.000451822	1.30745	0.00046189	0	0.759486
MSTRG.1030.3	5.99686	25.8959	21.1116	0	0.0446338	1.09206
MSTRG.1030.4	11.1039	163.246	62.5044	0	3.31277	15.9673
MSTRG.10301.2	4.52997	2.92356	8.36698	6.474	4.80934	8.75224
MSTRG.10302.3	35.9845	0	0	37.3694	2.32779	2.11629
MSTRG.10302.4	0	0	10.4195	0.00268962	0.000395012	0.46515
MSTRG.10302.5	0	1.6408	4.31945	4.14354	2.00487	1.89786
MSTRG.10302.7	9.55569	10.2842	0	0	0.343335	0.461674
MSTRG.10305.4	0	13.2809	9.22091	6.43492	5.37879	2.89659
MSTRG.10305.5	0	0.145689	0.00279889	0.00021354	0.0600362	4.1556
MSTRG.10307.2	4.2694	0.000209786	14.1745	1.9559	1.25166	2.82926
MSTRG.10308.1	5.54691	2.14781	0.929174	2.46577	0.748014	4.60886
MSTRG.10310.2	4.25145	1.41342	3.35521	0	0.130631	5.49399
MSTRG.10310.3	1.51919	4.52983e-05	0	1.11627	5.07317	1.94021
MSTRG.10314.2	94.9356	188.454	112.63	214.51	166.215	214.066
MSTRG.10316.2	0.00139862	0.0010012	0	0.00147906	0.00137831	0.00146874
MSTRG.10317.3	46.1309	13.1363	11.5654	26.2645	10.5925	6.47286
MSTRG.10320.2	23.8424	9.13626	1.26632	8.19586	7.07038	5.74928
MSTRG.10321.2	0.834224	2.24125	2.87207	0.532799	4.77863	4.72625
MSTRG.10321.3	0.000297413	0	0.623787	4.52289	0.852945	1.8622
MSTRG.10322.3	0	0	0.000911209	0	0.323005	1.06501
MSTRG.1033.2	0.458893	0	0	2.74352	0.806952	3.64714
MSTRG.10331.1	70.626	0	16.3057	26.9704	4.90974	9.496
MSTRG.10332.2	17.1646	0.00045606	0.00168322	0.000359867	0.000286637	0.000233243
MSTRG.10334.1	0.000623593	0	0.000927118	6.7361	2.80866	0.589903
MSTRG.10334.2	0.000312516	0.00309543	3.69646	0.00414577	0.000656663	0
MSTRG.10338.4	0	0	1.84589	5.08595	0	0
MSTRG.10338.5	75.804	50.0213	19.2011	45.6129	28.5226	25.0717
MSTRG.10343.2	43.4907	67.9221	15.8022	16.1936	14.9476	16.0872
MSTRG.10344.4	3.0122	0	0.718585	0	0.0538792	1.62434
MSTRG.10344.5	16.7943	10.3351	21.54	10.6261	13.0477	8.46902
MSTRG.10349.2	0	0	0	0	0.796247	2.12419
MSTRG.1035.4	1.93348	27.5354	3.86151	14.9543	3.25436	2.64157
MSTRG.1035.5	0	19.0651	25.8574	6.40623	14.9914	12.5351
MSTRG.1035.6	37.3922	22.1102	16.8253	40.0763	50.6919	42.766
MSTRG.10350.2	2.81337	0	1.26359	0.0277594	1.74755	3.40378
MSTRG.10350.3	0	0.546649	0.441595	0	2.7547	1.38531
MSTRG.10350.4	0	0	4.47712	0	8.99706	6.01481
MSTRG.10355.10	11.5035	1.26285	3.09918	2.31553	0	1.20343
MSTRG.10355.9	8.86114	0	0.768203	2.50933	7.38935	3.8768
MSTRG.10356.1	0	0.00370845	4.39443	0	0	0
MSTRG.1036.2	7.16135	5.51897	1.91341	13.4094	9.45052	6.24661
MSTRG.1036.3	6.89907	0	6.46021	0	0.790194	1.96934
MSTRG.10360.2	9.92771	13.6916	8.89014	5.36234	4.60194	4.7952
MSTRG.10363.2	5.63591	0.00448322	0.000446583	0.00447582	0.000408842	0.00421761
MSTRG.10367.1	0	8.70932	34.2606	7.70355	7.15902	7.09147
MSTRG.10367.3	35.1249	0.00324662	0.00722105	0.0221952	0.00715466	2.51625
MSTRG.10367.4	23.6483	46.6517	14.1247	9.11877	11.5975	13.745
MSTRG.10368.2	11.1558	0	0	0	0.841071	0
MSTRG.10369.3	0.0011074	0.000406399	0	2.9604	0.000502901	0.000308592
MSTRG.1037.2	0	1.20771	0	0	0	0.27597
MSTRG.1037.3	0	0	0.341307	5.79435	0.555324	1.47158
MSTRG.10372.2	0	0	0.0148566	0	5.58415	2.22518
MSTRG.10372.3	1.01449	0	1.41437	17.5725	2.03418	0.969284
MSTRG.10377.3	3.62771	6.10006	0	0	0	0
MSTRG.10378.2	6.94635	2.31154	8.09229	0.000148411	0.0219424	0.931792
MSTRG.10378.3	2.05804	0	1.93946	0	0.000595613	0
MSTRG.10380.2	3.35944	0	0	0	0	0.0145999
MSTRG.10387.2	0.00155471	0.0043212	0.00426993	0.00432017	1.98298	3.06428
MSTRG.10387.4	6.30747	15.6833	29.8936	4.96614	18.4095	14.2422
MSTRG.10388.2	29.5547	6.67535	4.81114	0.00549295	8.20162	1.9488
MSTRG.1039.1	0	0	0	0	0.150557	0.131927
MSTRG.1039.10	0	26.7927	11.2918	0.429482	0	3.61673
MSTRG.1039.3	0	9.14781	8.15697	4.0663	1.53511	2.65662
MSTRG.1039.6	0	4.87155	3.28295	0	2.96722	3.11863
MSTRG.1039.9	0	0	0	0	0	0.671121
MSTRG.10390.2	6.41288	1.49419	16.9343	1.89759	2.10963	8.63507
MSTRG.10392.2	7.23952	2.33574	1.36335	0.788767	1.43301	0.510532
MSTRG.10394.1	1.49973	0	0.00209159	0.00200951	0.000397208	1.2243
MSTRG.10397.3	0.0465247	0.000725864	2.40709	3.88008	0.453336	1.233
MSTRG.104.3	11.7612	0	9.05667	14.5968	6.29335	2.15547
MSTRG.10401.2	7.35613	0.00015429	1.63907	0.00117021	2.70055	0.221791
MSTRG.10403.2	0	0	0.000307537	0	0	2.86333
MSTRG.10403.3	2.38985	80.3972	0.0189449	29.477	0.112174	0.000962182
MSTRG.10404.1	30.7696	70.3222	19.7639	29.8652	27.3463	34.7998
MSTRG.10406.1	8.62279	0	0.0056277	0	0.779578	0
MSTRG.10406.3	0.00287852	0.00186383	0.0127764	0.00294235	1.37424	0.0434632
MSTRG.10406.4	0	19.6818	9.10802	26.2612	8.94167	18.2792
MSTRG.10409.2	0	0.142039	0	0	0	0
MSTRG.10409.3	0	0	0	0	0.220011	0.289481
MSTRG.1041.2	0	0	0.829949	0	0.576793	2.36566
MSTRG.10410.2	0.000360255	0.000551786	0.000548139	0.00054279	0.00054066	0
MSTRG.10412.2	0.00338866	37.5511	74.7761	43.385	8.73949	6.79973
MSTRG.10424.1	41.2076	8.52604	18.5001	12.7965	12.4773	10.188
MSTRG.10427.2	14.471	16.0621	0.712667	6.34718	4.49479	4.16728
MSTRG.10427.3	20.0018	11.0342	5.44213	7.81088	3.12759	2.35193
MSTRG.10428.2	25.5833	7.95808	16.7833	0.0455711	6.28185	14.7171
MSTRG.10428.3	0	0.00861118	0	0	0	0
MSTRG.10430.3	0.767818	0.00159812	0	0	0.00234663	0.550503
MSTRG.10434.1	4.73629	4.49826	5.71757	23.4157	6.6111	5.67702
MSTRG.10434.2	10.0571	2.03807	8.94662	7.43691	6.83749	3.90832
MSTRG.10435.11	16.7701	10.539	9.92615	15.3084	11.8134	17.3668
MSTRG.10435.8	0	7.51901	0	0.406936	0	3.03096
MSTRG.1044.1	0	49.7657	0	0.000518797	0	0.990674
MSTRG.1044.2	11.7319	0.0392235	26.6323	18.3546	6.09815	5.3143
MSTRG.10446.2	11.9552	11.5664	20.4469	8.85127	18.919	12.1121
MSTRG.1045.2	0.000273887	0.000307202	0	0.000988631	0.000971546	0.000969742
MSTRG.10453.2	3.70035	0	0.00167043	5.18579	10.1155	9.98152
MSTRG.10455.2	6.07236	0	1.82237	1.80737	3.9281	3.98719
MSTRG.10455.3	4.08215	0	1.56954	2.7006	4.8897	3.23978
MSTRG.10460.1	0	140.67	1.84862	0	0	0
MSTRG.10463.3	1.16462	2.07093	1.59666	6.3041	8.46264	0.437327
MSTRG.10463.4	0	0	0.405897	0	0	0
MSTRG.10463.5	11.1659	5.33907	0	0.0137617	1.04118	2.7302
MSTRG.10468.2	0.219446	0	0.412398	0	0	0
MSTRG.10468.3	0	41.1635	0	0	0	0
MSTRG.10468.4	23.6459	0.000800684	17.407	51.6958	7.16456	13.1035
MSTRG.10469.2	0	0	24.4808	13.6708	2.6248	1.63259
MSTRG.10471.2	3.56016	23.1391	4.53285	11.9311	6.72034	9.15877
MSTRG.10473.2	2.86372	0.000460682	4.66674	8.98907	1.87731	5.90474
MSTRG.10474.1	0	0	3.24063	0	1.12104	0.95774
MSTRG.10474.3	4.74146	0	0	0	2.44363	1.22906
MSTRG.10475.1	1.97363	0	0.000485022	0	1.65828	0
MSTRG.10475.2	0	0	1.54195	20.0743	0.744037	0
MSTRG.10475.4	0	0	3.94881	0	0	0
MSTRG.10477.2	0	0	0	0	0	0.700761
MSTRG.10478.3	0.498707	4.34662	3.35727	2.12768	5.31522	0
MSTRG.10483.2	24.4257	19.4286	27.2302	18.5491	14.2161	11.6836
MSTRG.10483.5	0.975298	21.8046	4.26335	3.16649	2.57565	3.89221
MSTRG.10484.2	0	0	0	0	0.334809	0.6362
MSTRG.10485.1	0.327237	0	0.443513	0	0.587528	0.657264
MSTRG.10485.4	2.39531	8.49624	19.8276	14.6354	1.65084	1.76873
MSTRG.10486.2	12.824	0.185257	0.0011956	0.00016758	1.22654	4.2782
MSTRG.10490.1	0.00116335	0.00215243	3.47902	0.00121586	1.1664	0.916023
MSTRG.10492.2	0	0	0.00661558	0.0549032	0	1.49455
MSTRG.10493.3	0.12691	0	11.4546	16.6207	4.92134	12.0803
MSTRG.1051.3	0	26.0271	0	0	0	1.58038
MSTRG.10512.2	14.9317	0.273375	20.1289	19.7802	27.9563	21.0742
MSTRG.10513.1	0.747589	0	1.06497	6.19407	0	1.42679
MSTRG.10513.4	0.0153969	1.39684	0.000130748	0.419902	5.15084	0.00497974
MSTRG.10522.5	9.6983	4.74112	4.52736	4.17026	2.92696	4.10411
MSTRG.10523.1	10.3978	99.861	7.6819	7.059	1.65218	6.1404
MSTRG.1053.1	0	0	1.73613	0	0	2.46927
MSTRG.10530.2	80.2062	76.1683	95.2141	46.8079	52.6387	56.5463
MSTRG.10530.3	99.2869	57.106	59.7032	155.83	60.5363	65.8217
MSTRG.10535.1	2.24288	5.18851	3.09986	3.81672	2.50837	2.67178
MSTRG.10537.2	0	0	0.620154	13.8468	9.16003	7.29198
MSTRG.10546.2	0	0	2.03002	3.93606	5.90702	1.65077
MSTRG.10552.1	0	0	0.0366168	4.64093	2.01151	0.00203046
MSTRG.10552.3	0.92157	0	0.53801	0	0.18397	0.11672
MSTRG.10558.1	0	0	1.40653	0	0	0
MSTRG.10558.4	0.00290112	0	0.000572244	0	0.707664	1.54976
MSTRG.10558.5	4.38936	10.8695	19.3506	15.2786	0.0916988	1.80426
MSTRG.10566.2	0	0.00134103	0.00200878	0.00147383	0.792493	0
MSTRG.10567.3	13.3939	0	15.0597	2.45768	3.93393	6.83723
MSTRG.10567.5	12.5086	0	2.73885	5.83452	4.30614	2.89617
MSTRG.10567.6	6.39555	9.47045	6.0539	0	0	2.33337
MSTRG.10568.2	2.47192	0.00070312	0.000706564	0.000677451	0.594954	2.11915
MSTRG.10568.3	2.36814	0	2.95043	0.657894	4.69247	7.07051
MSTRG.10571.1	29.1625	0.018963	43.9332	9.44596	21.8033	19.9552
MSTRG.10575.2	0.00112633	0.00114596	0.0011194	0.00113303	0.00067612	0.00113813
MSTRG.10575.3	0	0	15.0315	14.8629	5.35874	9.02985
MSTRG.10577.1	0.000377666	0.000824235	10.7043	0	0.000778384	0.000784521
MSTRG.10581.12	0	8.25959	8.03062	9.94513	6.09557	8.16716
MSTRG.10581.2	6.56523	0	0	4.168	0.0201314	2.7233
MSTRG.10581.3	21.8569	7.62773	11.654	35.536	37.8369	28.0921
MSTRG.10596.1	0.00110392	22.8181	5.49141	26.3102	8.43849	10.7065
MSTRG.10599.1	1.54912	0	0	7.64903	3.7595	0.00014224
MSTRG.10599.5	7.71285	0	0	0	2.68001	6.68193
MSTRG.10599.6	0	0	2.87007	0	0	0
MSTRG.10604.1	3.40333	15.754	0.20165	0	1.00236	0.156789
MSTRG.10606.1	1.02387	0	0	0.000733712	0	5.81917
MSTRG.10607.1	0.890564	0	2.92527	0	7.26706	5.35953
MSTRG.10610.1	1.47997	4.30315	9.22907	0.000465826	1.2775	1.51491
MSTRG.10612.2	26.2589	6.54535	20.429	5.21112	10.2275	1.37905
MSTRG.10613.3	0	0.000352501	5.62479	3.76222	11.475	0.866415
MSTRG.10613.4	0	9.70137	0	37.2601	12.2893	13.2349
MSTRG.10615.4	0.330942	0.253071	0.0013995	0.214638	5.64819	0.00466745
MSTRG.10615.5	20.3923	1.0959	4.96518	4.67455	0	7.71076
MSTRG.10617.1	7.15279	0	10.1462	12.237	4.22799	10.6446
MSTRG.10619.2	23.7663	0	11.2451	0.00882035	15.5934	12.6876
MSTRG.10621.1	0.00181793	0.00226195	0.000431503	0	0	1.18432
MSTRG.10621.3	0	7.91856	0.00302804	0.00343949	0.00378315	0
MSTRG.10622.3	0	0	0	5.40822	0.786982	0.654072
MSTRG.10626.4	17.1735	0	0	7.52973	11.0147	0.271267
MSTRG.10627.4	0	6.75118	1.3456	3.40285	3.72577	4.3738
MSTRG.10628.2	0.998244	0	2.25581	1.92454e-05	4.57566	0.000543404
MSTRG.10628.3	2.42063	0.304419	1.72843	1.6716	1.36544	5.08757
MSTRG.10629.4	0	1.40615	0	0	7.50517	0.231303
MSTRG.1063.4	0.00122732	0.0165069	7.25679	0.0164607	2.62424	5.81012
MSTRG.10631.1	0	0	0	0	0	2.29536
MSTRG.10631.3	1.43077	7.99808	18.8777	26.268	5.00747	0.00716195
MSTRG.10634.1	9.81822	0	0	3.83341	0.514469	0.450123
MSTRG.10634.2	0.00134139	5.8734	3.42167	0.00122434	2.0346	1.7445
MSTRG.10634.3	5.6288	5.95309	5.43171	31.0824	22.549	20.3732
MSTRG.10639.1	17.1663	43.4279	21.5601	20.9773	19.6392	9.99265
MSTRG.10640.2	7.87703	11.8508	3.01327	10.1492	7.16115	7.01713
MSTRG.10645.1	4.61715	2.46857	10.7794	12.7632	11.0189	7.97532
MSTRG.1065.2	0.00121601	0	0	0.00145785	0.000377336	14.0708
MSTRG.1065.3	8.74351	62.7007	0.00120367	27.0364	0	0.895539
MSTRG.10653.2	1.05522	0	4.5454	0	2.53447	1.54118
MSTRG.10654.2	4.93069	0	1.99359	4.04443	0	0
MSTRG.1066.2	0	0.584146	0	0	0	1.08659
MSTRG.1066.4	0	33.7989	3.17399	0	1.75278	8.39667
MSTRG.10660.3	9.01636e-05	0.000637072	0.000709873	0.000591872	0.00222578	0.593106
MSTRG.10660.8	0	0	0	0	0.870645	0
MSTRG.10661.2	36.3041	86.3469	27.5934	46.507	30.7905	26.5803
MSTRG.10667.1	0	3.65607	2.62803	1.13233	13.7088	2.91865
MSTRG.10667.3	18.5722	19.002	22.3964	16.7139	12.0699	9.22633
MSTRG.10669.2	0.0608299	5.72142	0.300541	2.24065	5.03392	0.000131492
MSTRG.10670.1	0	15.2892	2.17215	7.18566	3.92427	7.06911
MSTRG.10674.7	2.14419	1.12841	5.61513	5.63276	10.0262	8.88419
MSTRG.10675.2	34.72	38.2295	32.9367	20.0775	16.9517	10.5839
MSTRG.10675.3	23.5532	16.2288	2.76945	0	11.4634	22.6489
MSTRG.10675.4	6.63931	23.8796	22.9844	20.0569	16.9046	8.02566
MSTRG.10675.5	89.4082	253.661	191.971	49.8527	36.9115	27.4887
MSTRG.10680.1	0	0	0	0	1.42278	0
MSTRG.10680.3	0	0	0	0	0	1.52555
MSTRG.1069.2	0	0	0	0	3.39589	0
MSTRG.1069.3	0.00369421	0.823923	0.00127943	4.39916	0.000192851	15.8277
MSTRG.10692.1	3.56763	0	0	0.00209556	0	2.72106
MSTRG.10692.3	0	0	0	0	0.00288016	0.444237
MSTRG.10693.1	15.889	0.000803065	0	0	0.604119	2.68772
MSTRG.10694.1	0.000584623	0	0.000395805	0.000399975	0.000397139	2.79493
MSTRG.10702.2	0.38163	7.0317	0	0	0	0.992096
MSTRG.10702.3	0.000235419	0	0.15178	0.0183627	2.17231	2.91644
MSTRG.10705.3	0	0.00164383	0	0	0	0.158636
MSTRG.10705.5	0.936993	0.0676283	0.302363	0.646613	0	0
MSTRG.10705.6	1.08485	0	0	0	0	0
MSTRG.1071.11	0.429481	36.1894	0.0458711	10.4206	0.0711278	0.900035
MSTRG.1071.12	0	0	4.79553	1.43866	0.877471	1.04899
MSTRG.10710.2	0	4.43597e-05	0.302146	0.00395576	6.74192	4.85113
MSTRG.10713.2	0.00130271	0.0173734	0.562263	8.7652	0.000549675	0.000791475
